_Slack Central_Ralco/Ralco_U1/LF_RALC_U1 Central_Ralco/Ralco_U1/s13
3 +0.500000000000000E+02
+0.116655048721069E+05 +0.231989996375387E+02 +0.735730895576657E+04 +0.823563649491079E+01 +0.113803293449706E+05 -0.163125618644889E-12 
+0.116655048721069E+05 -0.968010003624613E+02 +0.735730895576600E+04 -0.111764363505089E+03 +0.113803293449706E+05 -0.120000000000000E+03 
+0.116655048721069E+05 +0.143198999637539E+03 +0.735730895576634E+04 +0.128235636494915E+03 +0.113803293449706E+05 +0.120000000000000E+03 
_PVbus Central_Alfalfal/Alfalfal_U1/LF_ALFAL_U1 Central_Alfalfal/Alfalfal_U1/s13
3 +0.500000000000000E+02
+0.114177429012468E+05 +0.189680713817973E+02 +0.360619476803350E+04 -0.109729409806263E+02 +0.989593856084420E+04 -0.804200732304754E+01 
+0.114177429012468E+05 -0.101031928618203E+03 +0.360619476803350E+04 -0.130972940980626E+03 +0.989593856084420E+04 -0.128042007323048E+03 
+0.114177429012468E+05 +0.138968071381797E+03 +0.360619476803350E+04 +0.109027059019374E+03 +0.989593856084420E+04 +0.111957992676952E+03 
_PVbus Central_Alfalfal/Alfalfal_U2/LF_ALFAL_U2 Central_Alfalfal/Alfalfal_U2/s13
3 +0.500000000000000E+02
+0.114255950324984E+05 +0.188020600314024E+02 +0.360651323202433E+04 -0.112159845871127E+02 +0.989593856084420E+04 -0.818784413644168E+01 
+0.114255950324984E+05 -0.101197939968598E+03 +0.360651323202433E+04 -0.131215984587113E+03 +0.989593856084420E+04 -0.128187844136442E+03 
+0.114255950324984E+05 +0.138802060031402E+03 +0.360651323202433E+04 +0.108784015412887E+03 +0.989593856084420E+04 +0.111812155863558E+03 
_PVbus Central_Alfalfal_II/Alfalfal_II_U1/LF_ALFAL_II_U1 Central_Alfalfal_II/Alfalfal_II_U1/s13
3 +0.500000000000000E+02
+0.141460337327497E+05 +0.690914440092036E+00 +0.227612875679248E+04 -0.350526382147743E+02 +0.127373466624727E+05 -0.939574468733955E+01 
+0.141460337327497E+05 -0.119309085559908E+03 +0.227612875679249E+04 -0.155052638214774E+03 +0.127373466624727E+05 -0.129395744687340E+03 
+0.141460337327497E+05 +0.120690914440092E+03 +0.227612875679249E+04 +0.849473617852255E+02 +0.127373466624727E+05 +0.110604255312660E+03 
_PVbus Central_Alfalfal_II/Alfalfal_II_U2/LF_ALFAL_II_U2 Central_Alfalfal_II/Alfalfal_II_U2/s13
3 +0.500000000000000E+02
+0.141460337327497E+05 +0.690914440092036E+00 +0.227612875679248E+04 -0.350526382147743E+02 +0.127373466624727E+05 -0.939574468733955E+01 
+0.141460337327497E+05 -0.119309085559908E+03 +0.227612875679249E+04 -0.155052638214774E+03 +0.127373466624727E+05 -0.129395744687340E+03 
+0.141460337327497E+05 +0.120690914440092E+03 +0.227612875679249E+04 +0.849473617852255E+02 +0.127373466624727E+05 +0.110604255312660E+03 
_PVbus Central_Angamos/Angamos_U1/LF_ANG_U1 Central_Angamos/Angamos_U1/BUS2
3 +0.500000000000000E+02
+0.184997655297735E+05 +0.860468172863561E+02 +0.698319648389992E+04 +0.467943969200769E+02 +0.146969384566994E+05 +0.337914999080374E+02 
+0.184997655297735E+05 -0.339531827136439E+02 +0.698319648389992E+04 -0.732056030799232E+02 +0.146969384566994E+05 -0.862085000919626E+02 
+0.184997655297735E+05 -0.153953182713644E+03 +0.698319648389992E+04 +0.166794396920077E+03 +0.146969384566994E+05 +0.153791499908037E+03 
_PVbus Central_Angamos/Angamos_U2/LF_ANG_U2 Central_Angamos/Angamos_U2/BUS1
3 +0.500000000000000E+02
+0.187967452645865E+05 +0.843966323963145E+02 +0.693644969200016E+04 +0.445054266472139E+02 +0.146969384566994E+05 +0.332965883776050E+02 
+0.187967452645865E+05 -0.356033676036855E+02 +0.693644969200016E+04 -0.754945733527861E+02 +0.146969384566994E+05 -0.867034116223950E+02 
+0.187967452645865E+05 -0.155603367603685E+03 +0.693644969200016E+04 +0.164505426647214E+03 +0.146969384566994E+05 +0.153296588377605E+03 
_PVbus C_ANGOSTURA/Angostura_U1/LF2 C_ANGOSTURA/Angostura_U1/s8
3 +0.500000000000000E+02
+0.110492697062144E+05 +0.256011355302342E+02 +0.454075034838307E+04 +0.151104920307810E+02 +0.112676528168027E+05 -0.261046119982821E+00 
+0.110492697062144E+05 -0.943988644697658E+02 +0.454075034838299E+04 -0.104889507969218E+03 +0.112676528168027E+05 -0.120261046119983E+03 
+0.110492697062144E+05 +0.145601135530234E+03 +0.454075034838307E+04 +0.135110492030782E+03 +0.112676528168027E+05 +0.119738953880017E+03 
_PVbus Central_Canutillar/Canutillar_U1/LF_CANU_U1 Central_Canutillar/Canutillar_U1/s13
3 +0.500000000000000E+02
+0.125826883707314E+05 -0.257512046747391E+01 +0.153749890442176E+04 -0.330134091080133E+02 +0.112676528168027E+05 -0.171794149414413E+02 
+0.125826883707314E+05 -0.122575120467474E+03 +0.153749890433618E+04 -0.153013409107869E+03 +0.112676528168164E+05 -0.137179414941240E+03 
+0.125826883707314E+05 +0.117424879532526E+03 +0.153749890438233E+04 +0.869865908948209E+02 +0.112676528168439E+05 +0.102820585058599E+03 
_PVbus Central_Canutillar/Canutillar_U2/LF_CANU_U2 Central_Canutillar/Canutillar_U2/s13
3 +0.500000000000000E+02
+0.125826883707314E+05 -0.257512046747391E+01 +0.153749890442176E+04 -0.330134091080133E+02 +0.112676528168027E+05 -0.171794149414413E+02 
+0.125826883707314E+05 -0.122575120467474E+03 +0.153749890433618E+04 -0.153013409107869E+03 +0.112676528168164E+05 -0.137179414941240E+03 
+0.125826883707314E+05 +0.117424879532526E+03 +0.153749890438233E+04 +0.869865908948209E+02 +0.112676528168439E+05 +0.102820585058599E+03 
_PVbus Central_Colbun/Colbun_U1/LF_COLB_U1 Central_Colbun/Colbun_U1/s13
3 +0.500000000000000E+02
+0.131484335527842E+05 +0.207295273347290E+02 +0.577638264393883E+04 -0.769985875149429E+01 +0.115942514491739E+05 -0.285289117187726E+01 
+0.131484335527842E+05 -0.992704726652710E+02 +0.577638264393884E+04 -0.127699858751494E+03 +0.115942514491739E+05 -0.122852891171877E+03 
+0.131484335527842E+05 +0.140729527334729E+03 +0.577638264393884E+04 +0.112300141248506E+03 +0.115942514491739E+05 +0.117147108828123E+03 
_PVbus Central_Colbun/Colbun_U2/LF_COLB_U2 Central_Colbun/Colbun_U2/s4
3 +0.500000000000000E+02
+0.131476737188300E+05 +0.207543044007039E+02 +0.577630601514423E+04 -0.766756254770433E+01 +0.115942514491739E+05 -0.282956678479523E+01 
+0.131476737188300E+05 -0.992456955992961E+02 +0.577630601514424E+04 -0.127667562547704E+03 +0.115942514491739E+05 -0.122829566784795E+03 
+0.131476737188300E+05 +0.140754304400704E+03 +0.577630601514423E+04 +0.112332437452296E+03 +0.115942514491739E+05 +0.117170433215205E+03 
_PVbus Central_Guacolda/Guacolda_U4/LF_GUACOLDA_U4 Central_Guacolda/Guacolda_U4/s1
3 +0.500000000000000E+02
