Name_WP,Active_ref
PE_SanGabriel,0.781915867
PE_MallecoNorte,0.709392867
PE_MallecoSur,0.709392867
PE_Los_Olmos,0.709392867
PE_Tolpan_Sur,0.709392867
PE_Lomas_de_Duqueco,0.709392867
PE_San_Matias_Etapa1_OG,0.709392867
